obs_id,job_type,release_time,release_time_label,fatigue_state,fatigue_description,weather,weather_description,sunny_indicator,freeway_distance_miles,coastal_distance_miles,freeway_base_minutes,coastal_base_minutes,freeway_time_minutes,coastal_time_minutes,delta_time_coastal_minus_freeway
393,product_design,17:00,5:00 PM,mentally_worn_down,"You feel mentally worn down after meetings and would prefer a route that feels less stressful, all else equal.",sunny,"It is sunny with clear evening light. The coastal route is likely to have better views, especially through Del Mar, Solana Beach, and Cardiff.",1,14.0,16.0,31.0,42.0,40.75,49.88,9.13
394,product_design,17:15,5:15 PM,refreshed,You feel alert and have enough energy to handle either freeway driving or local coastal driving.,cloudy,"It is cloudy with muted evening light. The coastal route still goes through Del Mar, Solana Beach, and Cardiff, but the scenery is less salient.",0,14.0,16.0,31.0,42.0,30.1,46.91,16.81
395,product_design,17:15,5:15 PM,tired,"You feel tired from the workday, but you are still patient enough to make a normal route choice.",cloudy,"It is cloudy with muted evening light. The coastal route still goes through Del Mar, Solana Beach, and Cardiff, but the scenery is less salient.",0,14.0,16.0,31.0,42.0,30.96,44.51,13.55
396,product_design,17:30,5:30 PM,tired,"You feel tired from the workday, but you are still patient enough to make a normal route choice.",sunny,"It is sunny with clear evening light. The coastal route is likely to have better views, especially through Del Mar, Solana Beach, and Cardiff.",1,14.0,16.0,31.0,41.0,25.93,46.54,20.61
397,product_design,17:00,5:00 PM,refreshed,You feel alert and have enough energy to handle either freeway driving or local coastal driving.,cloudy,"It is cloudy with muted evening light. The coastal route still goes through Del Mar, Solana Beach, and Cardiff, but the scenery is less salient.",0,14.0,16.0,31.0,42.0,20.41,28.79,8.38
398,product_design,17:00,5:00 PM,tired,"You feel tired from the workday, but you are still patient enough to make a normal route choice.",sunny,"It is sunny with clear evening light. The coastal route is likely to have better views, especially through Del Mar, Solana Beach, and Cardiff.",1,14.0,16.0,31.0,42.0,24.68,45.17,20.49
399,product_design,17:00,5:00 PM,overwhelmed,You feel overwhelmed and want the drive home to require as little attention and decision-making as possible.,cloudy,"It is cloudy with muted evening light. The coastal route still goes through Del Mar, Solana Beach, and Cardiff, but the scenery is less salient.",0,14.0,16.0,31.0,42.0,28.36,30.13,1.77
400,software_engineering,17:00,5:00 PM,overwhelmed,You feel overwhelmed and want the drive home to require as little attention and decision-making as possible.,cloudy,"It is cloudy with muted evening light. The coastal route still goes through Del Mar, Solana Beach, and Cardiff, but the scenery is less salient.",0,14.0,16.0,31.0,42.0,39.74,34.78,-4.96
401,software_engineering,17:45,5:45 PM,mentally_worn_down,"You feel mentally worn down after meetings and would prefer a route that feels less stressful, all else equal.",cloudy,"It is cloudy with muted evening light. The coastal route still goes through Del Mar, Solana Beach, and Cardiff, but the scenery is less salient.",0,14.0,16.0,29.0,40.0,29.39,46.95,17.56
402,software_engineering,17:00,5:00 PM,refreshed,You feel alert and have enough energy to handle either freeway driving or local coastal driving.,cloudy,"It is cloudy with muted evening light. The coastal route still goes through Del Mar, Solana Beach, and Cardiff, but the scenery is less salient.",0,14.0,16.0,31.0,42.0,27.45,33.03,5.58
403,software_engineering,17:15,5:15 PM,refreshed,You feel alert and have enough energy to handle either freeway driving or local coastal driving.,cloudy,"It is cloudy with muted evening light. The coastal route still goes through Del Mar, Solana Beach, and Cardiff, but the scenery is less salient.",0,14.0,16.0,31.0,42.0,29.55,50.91,21.36
404,software_engineering,17:30,5:30 PM,refreshed,You feel alert and have enough energy to handle either freeway driving or local coastal driving.,cloudy,"It is cloudy with muted evening light. The coastal route still goes through Del Mar, Solana Beach, and Cardiff, but the scenery is less salient.",0,14.0,16.0,31.0,41.0,38.67,43.21,4.54
405,software_engineering,17:00,5:00 PM,refreshed,You feel alert and have enough energy to handle either freeway driving or local coastal driving.,sunny,"It is sunny with clear evening light. The coastal route is likely to have better views, especially through Del Mar, Solana Beach, and Cardiff.",1,14.0,16.0,31.0,42.0,35.11,58.67,23.56
406,software_engineering,17:45,5:45 PM,overwhelmed,You feel overwhelmed and want the drive home to require as little attention and decision-making as possible.,sunny,"It is sunny with clear evening light. The coastal route is likely to have better views, especially through Del Mar, Solana Beach, and Cardiff.",1,14.0,16.0,29.0,40.0,40.88,45.28,4.4
407,software_engineering,17:00,5:00 PM,tired,"You feel tired from the workday, but you are still patient enough to make a normal route choice.",sunny,"It is sunny with clear evening light. The coastal route is likely to have better views, especially through Del Mar, Solana Beach, and Cardiff.",1,14.0,16.0,31.0,42.0,35.25,109.19,73.94
408,software_engineering,17:45,5:45 PM,tired,"You feel tired from the workday, but you are still patient enough to make a normal route choice.",sunny,"It is sunny with clear evening light. The coastal route is likely to have better views, especially through Del Mar, Solana Beach, and Cardiff.",1,14.0,16.0,29.0,40.0,34.19,31.07,-3.12
409,software_engineering,17:45,5:45 PM,tired,"You feel tired from the workday, but you are still patient enough to make a normal route choice.",cloudy,"It is cloudy with muted evening light. The coastal route still goes through Del Mar, Solana Beach, and Cardiff, but the scenery is less salient.",0,14.0,16.0,29.0,40.0,29.01,39.18,10.17
410,software_engineering,17:15,5:15 PM,refreshed,You feel alert and have enough energy to handle either freeway driving or local coastal driving.,sunny,"It is sunny with clear evening light. The coastal route is likely to have better views, especially through Del Mar, Solana Beach, and Cardiff.",1,14.0,16.0,31.0,42.0,27.94,31.52,3.58
411,software_engineering,17:30,5:30 PM,tired,"You feel tired from the workday, but you are still patient enough to make a normal route choice.",cloudy,"It is cloudy with muted evening light. The coastal route still goes through Del Mar, Solana Beach, and Cardiff, but the scenery is less salient.",0,14.0,16.0,31.0,41.0,27.18,39.9,12.72
412,software_engineering,17:30,5:30 PM,overwhelmed,You feel overwhelmed and want the drive home to require as little attention and decision-making as possible.,cloudy,"It is cloudy with muted evening light. The coastal route still goes through Del Mar, Solana Beach, and Cardiff, but the scenery is less salient.",0,14.0,16.0,31.0,41.0,26.67,32.93,6.26
413,software_engineering,17:45,5:45 PM,overwhelmed,You feel overwhelmed and want the drive home to require as little attention and decision-making as possible.,cloudy,"It is cloudy with muted evening light. The coastal route still goes through Del Mar, Solana Beach, and Cardiff, but the scenery is less salient.",0,14.0,16.0,29.0,40.0,13.98,29.77,15.79
414,software_engineering,17:45,5:45 PM,mentally_worn_down,"You feel mentally worn down after meetings and would prefer a route that feels less stressful, all else equal.",cloudy,"It is cloudy with muted evening light. The coastal route still goes through Del Mar, Solana Beach, and Cardiff, but the scenery is less salient.",0,14.0,16.0,29.0,40.0,27.75,58.64,30.89
415,software_engineering,17:30,5:30 PM,tired,"You feel tired from the workday, but you are still patient enough to make a normal route choice.",sunny,"It is sunny with clear evening light. The coastal route is likely to have better views, especially through Del Mar, Solana Beach, and Cardiff.",1,14.0,16.0,31.0,41.0,21.8,46.21,24.41
416,software_engineering,17:30,5:30 PM,tired,"You feel tired from the workday, but you are still patient enough to make a normal route choice.",sunny,"It is sunny with clear evening light. The coastal route is likely to have better views, especially through Del Mar, Solana Beach, and Cardiff.",1,14.0,16.0,31.0,41.0,27.03,31.22,4.19
417,software_engineering,17:00,5:00 PM,tired,"You feel tired from the workday, but you are still patient enough to make a normal route choice.",cloudy,"It is cloudy with muted evening light. The coastal route still goes through Del Mar, Solana Beach, and Cardiff, but the scenery is less salient.",0,14.0,16.0,31.0,42.0,28.42,42.18,13.76
418,software_engineering,17:15,5:15 PM,mentally_worn_down,"You feel mentally worn down after meetings and would prefer a route that feels less stressful, all else equal.",cloudy,"It is cloudy with muted evening light. The coastal route still goes through Del Mar, Solana Beach, and Cardiff, but the scenery is less salient.",0,14.0,16.0,31.0,42.0,44.84,32.16,-12.68
419,software_engineering,17:00,5:00 PM,refreshed,You feel alert and have enough energy to handle either freeway driving or local coastal driving.,sunny,"It is sunny with clear evening light. The coastal route is likely to have better views, especially through Del Mar, Solana Beach, and Cardiff.",1,14.0,16.0,31.0,42.0,41.18,45.81,4.63
420,software_engineering,17:45,5:45 PM,refreshed,You feel alert and have enough energy to handle either freeway driving or local coastal driving.,cloudy,"It is cloudy with muted evening light. The coastal route still goes through Del Mar, Solana Beach, and Cardiff, but the scenery is less salient.",0,14.0,16.0,29.0,40.0,37.96,49.57,11.61
421,software_engineering,17:30,5:30 PM,tired,"You feel tired from the workday, but you are still patient enough to make a normal route choice.",cloudy,"It is cloudy with muted evening light. The coastal route still goes through Del Mar, Solana Beach, and Cardiff, but the scenery is less salient.",0,14.0,16.0,31.0,41.0,26.78,50.64,23.86
422,software_engineering,17:00,5:00 PM,tired,"You feel tired from the workday, but you are still patient enough to make a normal route choice.",sunny,"It is sunny with clear evening light. The coastal route is likely to have better views, especially through Del Mar, Solana Beach, and Cardiff.",1,14.0,16.0,31.0,42.0,29.43,41.67,12.24
423,software_engineering,17:30,5:30 PM,tired,"You feel tired from the workday, but you are still patient enough to make a normal route choice.",cloudy,"It is cloudy with muted evening light. The coastal route still goes through Del Mar, Solana Beach, and Cardiff, but the scenery is less salient.",0,14.0,16.0,31.0,41.0,34.75,34.3,-0.45
424,software_engineering,17:00,5:00 PM,tired,"You feel tired from the workday, but you are still patient enough to make a normal route choice.",cloudy,"It is cloudy with muted evening light. The coastal route still goes through Del Mar, Solana Beach, and Cardiff, but the scenery is less salient.",0,14.0,16.0,31.0,42.0,29.65,43.01,13.36
425,software_engineering,17:00,5:00 PM,mentally_worn_down,"You feel mentally worn down after meetings and would prefer a route that feels less stressful, all else equal.",cloudy,"It is cloudy with muted evening light. The coastal route still goes through Del Mar, Solana Beach, and Cardiff, but the scenery is less salient.",0,14.0,16.0,31.0,42.0,32.08,29.26,-2.82
426,software_engineering,17:45,5:45 PM,overwhelmed,You feel overwhelmed and want the drive home to require as little attention and decision-making as possible.,sunny,"It is sunny with clear evening light. The coastal route is likely to have better views, especially through Del Mar, Solana Beach, and Cardiff.",1,14.0,16.0,29.0,40.0,31.94,34.1,2.16
427,software_engineering,17:15,5:15 PM,tired,"You feel tired from the workday, but you are still patient enough to make a normal route choice.",sunny,"It is sunny with clear evening light. The coastal route is likely to have better views, especially through Del Mar, Solana Beach, and Cardiff.",1,14.0,16.0,31.0,42.0,25.96,35.72,9.76
428,software_engineering,17:30,5:30 PM,refreshed,You feel alert and have enough energy to handle either freeway driving or local coastal driving.,cloudy,"It is cloudy with muted evening light. The coastal route still goes through Del Mar, Solana Beach, and Cardiff, but the scenery is less salient.",0,14.0,16.0,31.0,41.0,36.19,32.41,-3.78
429,software_engineering,17:30,5:30 PM,tired,"You feel tired from the workday, but you are still patient enough to make a normal route choice.",cloudy,"It is cloudy with muted evening light. The coastal route still goes through Del Mar, Solana Beach, and Cardiff, but the scenery is less salient.",0,14.0,16.0,31.0,41.0,39.35,38.41,-0.94
430,software_engineering,17:00,5:00 PM,refreshed,You feel alert and have enough energy to handle either freeway driving or local coastal driving.,cloudy,"It is cloudy with muted evening light. The coastal route still goes through Del Mar, Solana Beach, and Cardiff, but the scenery is less salient.",0,14.0,16.0,31.0,42.0,25.35,49.14,23.79
431,software_engineering,17:00,5:00 PM,overwhelmed,You feel overwhelmed and want the drive home to require as little attention and decision-making as possible.,cloudy,"It is cloudy with muted evening light. The coastal route still goes through Del Mar, Solana Beach, and Cardiff, but the scenery is less salient.",0,14.0,16.0,31.0,42.0,38.58,45.86,7.28
432,software_engineering,17:30,5:30 PM,mentally_worn_down,"You feel mentally worn down after meetings and would prefer a route that feels less stressful, all else equal.",sunny,"It is sunny with clear evening light. The coastal route is likely to have better views, especially through Del Mar, Solana Beach, and Cardiff.",1,14.0,16.0,31.0,41.0,25.26,51.76,26.5
433,software_engineering,17:15,5:15 PM,mentally_worn_down,"You feel mentally worn down after meetings and would prefer a route that feels less stressful, all else equal.",sunny,"It is sunny with clear evening light. The coastal route is likely to have better views, especially through Del Mar, Solana Beach, and Cardiff.",1,14.0,16.0,31.0,42.0,25.92,42.89,16.97
434,software_engineering,17:00,5:00 PM,tired,"You feel tired from the workday, but you are still patient enough to make a normal route choice.",sunny,"It is sunny with clear evening light. The coastal route is likely to have better views, especially through Del Mar, Solana Beach, and Cardiff.",1,14.0,16.0,31.0,42.0,38.45,42.3,3.85
435,software_engineering,17:30,5:30 PM,mentally_worn_down,"You feel mentally worn down after meetings and would prefer a route that feels less stressful, all else equal.",sunny,"It is sunny with clear evening light. The coastal route is likely to have better views, especially through Del Mar, Solana Beach, and Cardiff.",1,14.0,16.0,31.0,41.0,30.39,29.66,-0.73
436,software_engineering,17:45,5:45 PM,mentally_worn_down,"You feel mentally worn down after meetings and would prefer a route that feels less stressful, all else equal.",cloudy,"It is cloudy with muted evening light. The coastal route still goes through Del Mar, Solana Beach, and Cardiff, but the scenery is less salient.",0,14.0,16.0,29.0,40.0,67.29,26.76,-40.53
437,software_engineering,17:45,5:45 PM,mentally_worn_down,"You feel mentally worn down after meetings and would prefer a route that feels less stressful, all else equal.",cloudy,"It is cloudy with muted evening light. The coastal route still goes through Del Mar, Solana Beach, and Cardiff, but the scenery is less salient.",0,14.0,16.0,29.0,40.0,33.54,55.23,21.69
438,software_engineering,17:30,5:30 PM,refreshed,You feel alert and have enough energy to handle either freeway driving or local coastal driving.,sunny,"It is sunny with clear evening light. The coastal route is likely to have better views, especially through Del Mar, Solana Beach, and Cardiff.",1,14.0,16.0,31.0,41.0,38.31,38.9,0.59
439,software_engineering,17:15,5:15 PM,overwhelmed,You feel overwhelmed and want the drive home to require as little attention and decision-making as possible.,cloudy,"It is cloudy with muted evening light. The coastal route still goes through Del Mar, Solana Beach, and Cardiff, but the scenery is less salient.",0,14.0,16.0,31.0,42.0,29.95,32.61,2.66
440,software_engineering,17:45,5:45 PM,overwhelmed,You feel overwhelmed and want the drive home to require as little attention and decision-making as possible.,sunny,"It is sunny with clear evening light. The coastal route is likely to have better views, especially through Del Mar, Solana Beach, and Cardiff.",1,14.0,16.0,29.0,40.0,25.04,39.93,14.89
441,software_engineering,17:15,5:15 PM,mentally_worn_down,"You feel mentally worn down after meetings and would prefer a route that feels less stressful, all else equal.",sunny,"It is sunny with clear evening light. The coastal route is likely to have better views, especially through Del Mar, Solana Beach, and Cardiff.",1,14.0,16.0,31.0,42.0,27.75,39.94,12.19
442,software_engineering,17:30,5:30 PM,refreshed,You feel alert and have enough energy to handle either freeway driving or local coastal driving.,cloudy,"It is cloudy with muted evening light. The coastal route still goes through Del Mar, Solana Beach, and Cardiff, but the scenery is less salient.",0,14.0,16.0,31.0,41.0,27.59,47.89,20.3
443,software_engineering,17:45,5:45 PM,overwhelmed,You feel overwhelmed and want the drive home to require as little attention and decision-making as possible.,cloudy,"It is cloudy with muted evening light. The coastal route still goes through Del Mar, Solana Beach, and Cardiff, but the scenery is less salient.",0,14.0,16.0,29.0,40.0,23.27,35.75,12.48
444,software_engineering,17:00,5:00 PM,refreshed,You feel alert and have enough energy to handle either freeway driving or local coastal driving.,sunny,"It is sunny with clear evening light. The coastal route is likely to have better views, especially through Del Mar, Solana Beach, and Cardiff.",1,14.0,16.0,31.0,42.0,38.52,40.12,1.6
445,software_engineering,17:45,5:45 PM,mentally_worn_down,"You feel mentally worn down after meetings and would prefer a route that feels less stressful, all else equal.",cloudy,"It is cloudy with muted evening light. The coastal route still goes through Del Mar, Solana Beach, and Cardiff, but the scenery is less salient.",0,14.0,16.0,29.0,40.0,29.54,35.04,5.5
446,software_engineering,17:00,5:00 PM,refreshed,You feel alert and have enough energy to handle either freeway driving or local coastal driving.,cloudy,"It is cloudy with muted evening light. The coastal route still goes through Del Mar, Solana Beach, and Cardiff, but the scenery is less salient.",0,14.0,16.0,31.0,42.0,38.6,39.44,0.84
447,software_engineering,17:15,5:15 PM,refreshed,You feel alert and have enough energy to handle either freeway driving or local coastal driving.,sunny,"It is sunny with clear evening light. The coastal route is likely to have better views, especially through Del Mar, Solana Beach, and Cardiff.",1,14.0,16.0,31.0,42.0,18.38,44.43,26.05
448,software_engineering,17:15,5:15 PM,mentally_worn_down,"You feel mentally worn down after meetings and would prefer a route that feels less stressful, all else equal.",sunny,"It is sunny with clear evening light. The coastal route is likely to have better views, especially through Del Mar, Solana Beach, and Cardiff.",1,14.0,16.0,31.0,42.0,28.7,95.19,66.49
449,software_engineering,17:45,5:45 PM,overwhelmed,You feel overwhelmed and want the drive home to require as little attention and decision-making as possible.,sunny,"It is sunny with clear evening light. The coastal route is likely to have better views, especially through Del Mar, Solana Beach, and Cardiff.",1,14.0,16.0,29.0,40.0,27.13,47.37,20.24
450,software_engineering,17:45,5:45 PM,overwhelmed,You feel overwhelmed and want the drive home to require as little attention and decision-making as possible.,sunny,"It is sunny with clear evening light. The coastal route is likely to have better views, especially through Del Mar, Solana Beach, and Cardiff.",1,14.0,16.0,29.0,40.0,26.43,40.25,13.82
451,software_engineering,17:30,5:30 PM,overwhelmed,You feel overwhelmed and want the drive home to require as little attention and decision-making as possible.,sunny,"It is sunny with clear evening light. The coastal route is likely to have better views, especially through Del Mar, Solana Beach, and Cardiff.",1,14.0,16.0,31.0,41.0,16.48,41.86,25.38
452,software_engineering,17:45,5:45 PM,overwhelmed,You feel overwhelmed and want the drive home to require as little attention and decision-making as possible.,sunny,"It is sunny with clear evening light. The coastal route is likely to have better views, especially through Del Mar, Solana Beach, and Cardiff.",1,14.0,16.0,29.0,40.0,25.7,40.22,14.52
453,software_engineering,17:00,5:00 PM,mentally_worn_down,"You feel mentally worn down after meetings and would prefer a route that feels less stressful, all else equal.",sunny,"It is sunny with clear evening light. The coastal route is likely to have better views, especially through Del Mar, Solana Beach, and Cardiff.",1,14.0,16.0,31.0,42.0,44.41,52.28,7.87
454,software_engineering,17:00,5:00 PM,refreshed,You feel alert and have enough energy to handle either freeway driving or local coastal driving.,sunny,"It is sunny with clear evening light. The coastal route is likely to have better views, especially through Del Mar, Solana Beach, and Cardiff.",1,14.0,16.0,31.0,42.0,24.35,32.9,8.55
455,software_engineering,17:45,5:45 PM,overwhelmed,You feel overwhelmed and want the drive home to require as little attention and decision-making as possible.,cloudy,"It is cloudy with muted evening light. The coastal route still goes through Del Mar, Solana Beach, and Cardiff, but the scenery is less salient.",0,14.0,16.0,29.0,40.0,39.4,37.36,-2.04
456,software_engineering,17:00,5:00 PM,overwhelmed,You feel overwhelmed and want the drive home to require as little attention and decision-making as possible.,cloudy,"It is cloudy with muted evening light. The coastal route still goes through Del Mar, Solana Beach, and Cardiff, but the scenery is less salient.",0,14.0,16.0,31.0,42.0,22.18,49.53,27.35
457,software_engineering,17:00,5:00 PM,mentally_worn_down,"You feel mentally worn down after meetings and would prefer a route that feels less stressful, all else equal.",cloudy,"It is cloudy with muted evening light. The coastal route still goes through Del Mar, Solana Beach, and Cardiff, but the scenery is less salient.",0,14.0,16.0,31.0,42.0,14.89,40.53,25.64
458,software_engineering,17:00,5:00 PM,mentally_worn_down,"You feel mentally worn down after meetings and would prefer a route that feels less stressful, all else equal.",cloudy,"It is cloudy with muted evening light. The coastal route still goes through Del Mar, Solana Beach, and Cardiff, but the scenery is less salient.",0,14.0,16.0,31.0,42.0,32.23,43.38,11.15
459,software_engineering,17:00,5:00 PM,mentally_worn_down,"You feel mentally worn down after meetings and would prefer a route that feels less stressful, all else equal.",cloudy,"It is cloudy with muted evening light. The coastal route still goes through Del Mar, Solana Beach, and Cardiff, but the scenery is less salient.",0,14.0,16.0,31.0,42.0,30.09,41.38,11.29
460,software_engineering,17:00,5:00 PM,refreshed,You feel alert and have enough energy to handle either freeway driving or local coastal driving.,sunny,"It is sunny with clear evening light. The coastal route is likely to have better views, especially through Del Mar, Solana Beach, and Cardiff.",1,14.0,16.0,31.0,42.0,39.03,45.36,6.33
461,software_engineering,17:00,5:00 PM,mentally_worn_down,"You feel mentally worn down after meetings and would prefer a route that feels less stressful, all else equal.",cloudy,"It is cloudy with muted evening light. The coastal route still goes through Del Mar, Solana Beach, and Cardiff, but the scenery is less salient.",0,14.0,16.0,31.0,42.0,24.59,33.31,8.72
462,software_engineering,17:00,5:00 PM,tired,"You feel tired from the workday, but you are still patient enough to make a normal route choice.",sunny,"It is sunny with clear evening light. The coastal route is likely to have better views, especially through Del Mar, Solana Beach, and Cardiff.",1,14.0,16.0,31.0,42.0,36.27,28.92,-7.35
463,software_engineering,17:30,5:30 PM,overwhelmed,You feel overwhelmed and want the drive home to require as little attention and decision-making as possible.,cloudy,"It is cloudy with muted evening light. The coastal route still goes through Del Mar, Solana Beach, and Cardiff, but the scenery is less salient.",0,14.0,16.0,31.0,41.0,24.54,40.86,16.32
464,software_engineering,17:00,5:00 PM,tired,"You feel tired from the workday, but you are still patient enough to make a normal route choice.",sunny,"It is sunny with clear evening light. The coastal route is likely to have better views, especially through Del Mar, Solana Beach, and Cardiff.",1,14.0,16.0,31.0,42.0,29.51,33.84,4.33
465,software_engineering,17:00,5:00 PM,refreshed,You feel alert and have enough energy to handle either freeway driving or local coastal driving.,sunny,"It is sunny with clear evening light. The coastal route is likely to have better views, especially through Del Mar, Solana Beach, and Cardiff.",1,14.0,16.0,31.0,42.0,45.14,56.75,11.61
466,software_engineering,17:30,5:30 PM,tired,"You feel tired from the workday, but you are still patient enough to make a normal route choice.",sunny,"It is sunny with clear evening light. The coastal route is likely to have better views, especially through Del Mar, Solana Beach, and Cardiff.",1,14.0,16.0,31.0,41.0,33.05,40.24,7.19
467,software_engineering,17:00,5:00 PM,refreshed,You feel alert and have enough energy to handle either freeway driving or local coastal driving.,cloudy,"It is cloudy with muted evening light. The coastal route still goes through Del Mar, Solana Beach, and Cardiff, but the scenery is less salient.",0,14.0,16.0,31.0,42.0,29.38,44.42,15.04
468,software_engineering,17:15,5:15 PM,overwhelmed,You feel overwhelmed and want the drive home to require as little attention and decision-making as possible.,cloudy,"It is cloudy with muted evening light. The coastal route still goes through Del Mar, Solana Beach, and Cardiff, but the scenery is less salient.",0,14.0,16.0,31.0,42.0,37.69,35.76,-1.93
469,software_engineering,17:15,5:15 PM,refreshed,You feel alert and have enough energy to handle either freeway driving or local coastal driving.,cloudy,"It is cloudy with muted evening light. The coastal route still goes through Del Mar, Solana Beach, and Cardiff, but the scenery is less salient.",0,14.0,16.0,31.0,42.0,36.41,46.23,9.82
470,software_engineering,17:45,5:45 PM,overwhelmed,You feel overwhelmed and want the drive home to require as little attention and decision-making as possible.,cloudy,"It is cloudy with muted evening light. The coastal route still goes through Del Mar, Solana Beach, and Cardiff, but the scenery is less salient.",0,14.0,16.0,29.0,40.0,24.99,31.97,6.98
471,software_engineering,17:00,5:00 PM,tired,"You feel tired from the workday, but you are still patient enough to make a normal route choice.",cloudy,"It is cloudy with muted evening light. The coastal route still goes through Del Mar, Solana Beach, and Cardiff, but the scenery is less salient.",0,14.0,16.0,31.0,42.0,32.06,46.98,14.92
472,software_engineering,17:30,5:30 PM,overwhelmed,You feel overwhelmed and want the drive home to require as little attention and decision-making as possible.,sunny,"It is sunny with clear evening light. The coastal route is likely to have better views, especially through Del Mar, Solana Beach, and Cardiff.",1,14.0,16.0,31.0,41.0,32.36,35.42,3.06
473,software_engineering,17:30,5:30 PM,tired,"You feel tired from the workday, but you are still patient enough to make a normal route choice.",cloudy,"It is cloudy with muted evening light. The coastal route still goes through Del Mar, Solana Beach, and Cardiff, but the scenery is less salient.",0,14.0,16.0,31.0,41.0,25.76,28.93,3.17
474,software_engineering,17:45,5:45 PM,tired,"You feel tired from the workday, but you are still patient enough to make a normal route choice.",sunny,"It is sunny with clear evening light. The coastal route is likely to have better views, especially through Del Mar, Solana Beach, and Cardiff.",1,14.0,16.0,29.0,40.0,32.87,33.1,0.23
475,software_engineering,17:15,5:15 PM,overwhelmed,You feel overwhelmed and want the drive home to require as little attention and decision-making as possible.,sunny,"It is sunny with clear evening light. The coastal route is likely to have better views, especially through Del Mar, Solana Beach, and Cardiff.",1,14.0,16.0,31.0,42.0,30.07,45.83,15.76
476,software_engineering,17:45,5:45 PM,mentally_worn_down,"You feel mentally worn down after meetings and would prefer a route that feels less stressful, all else equal.",cloudy,"It is cloudy with muted evening light. The coastal route still goes through Del Mar, Solana Beach, and Cardiff, but the scenery is less salient.",0,14.0,16.0,29.0,40.0,29.53,42.95,13.42
477,software_engineering,17:45,5:45 PM,tired,"You feel tired from the workday, but you are still patient enough to make a normal route choice.",cloudy,"It is cloudy with muted evening light. The coastal route still goes through Del Mar, Solana Beach, and Cardiff, but the scenery is less salient.",0,14.0,16.0,29.0,40.0,31.14,40.89,9.75
478,software_engineering,17:30,5:30 PM,mentally_worn_down,"You feel mentally worn down after meetings and would prefer a route that feels less stressful, all else equal.",sunny,"It is sunny with clear evening light. The coastal route is likely to have better views, especially through Del Mar, Solana Beach, and Cardiff.",1,14.0,16.0,31.0,41.0,20.94,36.58,15.64
479,software_engineering,17:15,5:15 PM,tired,"You feel tired from the workday, but you are still patient enough to make a normal route choice.",sunny,"It is sunny with clear evening light. The coastal route is likely to have better views, especially through Del Mar, Solana Beach, and Cardiff.",1,14.0,16.0,31.0,42.0,33.54,58.49,24.95
480,software_engineering,17:45,5:45 PM,mentally_worn_down,"You feel mentally worn down after meetings and would prefer a route that feels less stressful, all else equal.",sunny,"It is sunny with clear evening light. The coastal route is likely to have better views, especially through Del Mar, Solana Beach, and Cardiff.",1,14.0,16.0,29.0,40.0,32.93,41.2,8.27
481,software_engineering,17:30,5:30 PM,mentally_worn_down,"You feel mentally worn down after meetings and would prefer a route that feels less stressful, all else equal.",cloudy,"It is cloudy with muted evening light. The coastal route still goes through Del Mar, Solana Beach, and Cardiff, but the scenery is less salient.",0,14.0,16.0,31.0,41.0,26.66,39.75,13.09
482,software_engineering,17:30,5:30 PM,mentally_worn_down,"You feel mentally worn down after meetings and would prefer a route that feels less stressful, all else equal.",cloudy,"It is cloudy with muted evening light. The coastal route still goes through Del Mar, Solana Beach, and Cardiff, but the scenery is less salient.",0,14.0,16.0,31.0,41.0,32.76,53.99,21.23
483,software_engineering,17:30,5:30 PM,mentally_worn_down,"You feel mentally worn down after meetings and would prefer a route that feels less stressful, all else equal.",sunny,"It is sunny with clear evening light. The coastal route is likely to have better views, especially through Del Mar, Solana Beach, and Cardiff.",1,14.0,16.0,31.0,41.0,30.38,65.1,34.72
484,software_engineering,17:45,5:45 PM,tired,"You feel tired from the workday, but you are still patient enough to make a normal route choice.",cloudy,"It is cloudy with muted evening light. The coastal route still goes through Del Mar, Solana Beach, and Cardiff, but the scenery is less salient.",0,14.0,16.0,29.0,40.0,25.83,64.94,39.11
485,software_engineering,17:15,5:15 PM,mentally_worn_down,"You feel mentally worn down after meetings and would prefer a route that feels less stressful, all else equal.",sunny,"It is sunny with clear evening light. The coastal route is likely to have better views, especially through Del Mar, Solana Beach, and Cardiff.",1,14.0,16.0,31.0,42.0,71.47,33.51,-37.96
486,software_engineering,17:15,5:15 PM,tired,"You feel tired from the workday, but you are still patient enough to make a normal route choice.",sunny,"It is sunny with clear evening light. The coastal route is likely to have better views, especially through Del Mar, Solana Beach, and Cardiff.",1,14.0,16.0,31.0,42.0,19.35,43.12,23.77
487,software_engineering,17:00,5:00 PM,tired,"You feel tired from the workday, but you are still patient enough to make a normal route choice.",sunny,"It is sunny with clear evening light. The coastal route is likely to have better views, especially through Del Mar, Solana Beach, and Cardiff.",1,14.0,16.0,31.0,42.0,33.76,44.96,11.2
488,software_engineering,17:00,5:00 PM,refreshed,You feel alert and have enough energy to handle either freeway driving or local coastal driving.,cloudy,"It is cloudy with muted evening light. The coastal route still goes through Del Mar, Solana Beach, and Cardiff, but the scenery is less salient.",0,14.0,16.0,31.0,42.0,32.34,49.64,17.3
489,software_engineering,17:30,5:30 PM,overwhelmed,You feel overwhelmed and want the drive home to require as little attention and decision-making as possible.,cloudy,"It is cloudy with muted evening light. The coastal route still goes through Del Mar, Solana Beach, and Cardiff, but the scenery is less salient.",0,14.0,16.0,31.0,41.0,19.53,46.39,26.86
